0	0	0	3072	3040	4	0
01	0	0	1536	1520	0	0
02	1536	0	1536	1520	0	0
03	0	1520	1536	1520	4	0
031	0	1520	768	760	0	0
032	768	1520	768	760	4	0
0321	768	1520	384	380	4	0
03211	768	1520	192	190	0	0
03212	960	1520	192	190	0	0
03213	768	1710	192	190	0	0
03214	960	1710	192	190	0	1	4
0322	1152	1520	384	380	0	0
0323	768	1900	384	380	4	0
03231	768	1900	192	190	0	0
03232	960	1900	192	190	0	1	4
03233	768	2090	192	190	0	0
03234	960	2090	192	190	0	1	4
0324	1152	1900	384	380	0	0
033	0	2280	768	760	4	0
0331	0	2280	384	380	0	0
0332	384	2280	384	380	0	0
0333	0	2660	384	380	4	0
03331	0	2660	192	190	0	4	21	24	34	35
03332	192	2660	192	190	0	2	23	24
03333	0	2850	192	190	0	6	0	19	21	22	24	35
03334	192	2850	192	190	0	8	0	6	7	23	24	25	26	28
0334	384	2660	384	380	4	0
03341	384	2660	192	190	0	0
03342	576	2660	192	190	0	1	30
03343	384	2850	192	190	0	7	1	6	9	11	12	27	29
03344	576	2850	192	190	0	6	2	11	13	15	16	30
034	768	2280	768	760	4	0
0341	768	2280	384	380	4	0
03411	768	2280	192	190	0	0
03412	960	2280	192	190	0	1	4
03413	768	2470	192	190	0	0
03414	960	2470	192	190	0	1	4
0342	1152	2280	384	380	0	0
0343	768	2660	384	380	4	0
03431	768	2660	192	190	0	1	32
03432	960	2660	192	190	0	2	4	5
03433	768	2850	192	190	0	6	3	16	17	31	32	33
03434	960	2850	192	190	0	3	3	4	5
0344	1152	2660	384	380	4	0
03441	1152	2660	192	190	0	0
03442	1344	2660	192	190	0	0
03443	1152	2850	192	190	0	1	3
03444	1344	2850	192	190	0	0
04	1536	1520	1536	1520	0	0
