190	192
16	16
20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	1	2	2	3	1	2	2	3	1	2	2	3	1	2	2	3	1	2	2	3	1	2	2	3	1	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	1	3	5	6	1	3	5	6	1	3	5	6	1	3	5	6	1	3	5	6	1	3	5	6	1	3	5	3	1	4	4	7	8	9	10	7	4	8	9	7	8	9	10	7	8	9	10	7	4	8	9	7	8	9	10	7	4	8	9	4	4	4	4	11	12	12	12	12	12	12	12	12	13	14	12	12	13	14	12	12	12	12	12	12	13	14	12	12	12	12	12	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	1	2	2	15	1	2	2	15	1	2	2	15	1	2	2	15	1	2	2	15	1	2	2	3	1	2	6	1	4	4	16	10	17	17	16	7	8	18	16	10	17	17	16	10	17	17	16	7	8	18	16	10	17	17	16	7	8	18	4	4	19	4	20	21	21	21	21	21	21	21	21	22	23	21	21	22	23	21	21	21	21	21	21	22	23	21	21	21	21	21	4	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	24	25	25	25	25	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	24	25	25	25	25	25	30	31	4	4	17	17	17	17	32	10	10	17	17	17	17	17	17	17	17	17	32	10	10	17	17	17	17	17	32	10	10	17	4	4	19	4	20	21	21	21	21	21	21	21	21	22	23	21	21	22	23	21	21	21	21	21	21	22	23	21	21	21	21	21	4	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	33	34	34	34	34	35	36	37	38	35	36	37	38	35	36	37	38	35	36	37	38	35	33	34	39	39	39	39	2	3	4	4	17	40	17	17	32	17	40	17	17	40	17	17	17	40	17	17	32	17	40	17	17	40	17	17	32	17	40	17	4	4	4	4	20	21	21	21	21	21	21	21	41	42	43	44	41	42	43	44	21	21	21	21	41	42	43	44	21	21	21	21	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	33	34	34	34	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	6	1	3	5	6	1	4	4	40	45	17	17	46	45	47	48	17	45	47	48	40	45	17	17	46	45	47	48	40	45	17	17	46	45	47	48	4	4	4	4	20	21	21	21	21	21	21	21	4	4	4	4	4	49	49	4	4	49	49	4	4	4	4	4	50	21	21	21	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	33	34	51	52	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	2	3	53	54	2	3	4	4	47	55	48	45	47	56	55	47	47	56	55	47	47	55	48	45	47	56	55	47	47	55	48	45	47	56	55	47	4	4	19	4	20	21	21	21	21	21	4	4	4	19	19	4	4	4	4	4	4	4	4	4	4	19	19	4	4	4	21	21	4	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	33	57	58	59	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	34	35	33	34	25	25	60	61	6	1	4	4	62	63	47	56	55	56	55	56	55	56	55	56	55	55	47	56	55	56	55	56	55	55	47	56	55	56	64	65	4	4	19	4	62	63	21	21	21	21	66	12	4	19	19	4	4	19	19	4	4	19	19	4	4	19	19	4	11	12	21	21	4	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	67	68	69	70	34	35	33	34	34	35	33	34	39	71	67	39	34	35	33	34	34	35	33	34	39	39	72	73	2	3	4	4	74	75	55	55	56	55	56	55	56	55	56	55	55	56	55	55	56	55	56	55	55	56	55	55	56	55	76	77	4	4	4	4	74	75	21	21	21	21	21	21	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	20	21	21	21	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	68	3	5	78	35	33	34	34	35	33	34	6	1	3	5	78	35	33	34	34	35	33	34	6	1	3	5	6	1	4	4	79	80	79	80	81	81	81	81	79	80	79	80	81	81	81	81	79	80	79	80	81	81	81	81	79	80	79	80	4	4	4	4	4	4	4	4	50	21	21	21	12	13	14	12	12	12	12	12	12	13	14	12	4	4	4	4	20	21	21	21	4	4	
